date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:24:38	88143/88143	---M--	200	added ('OK')	image/jpeg	etag:%2265490205-1584f%22	https://miller.bslthemes.com/ashley-demo/img/faces/8.jpg	C:/My%20Web%20Sites/portfolio/miller.bslthemes.com/ashley-demo/img/faces/8.jpg	(from https://miller.bslthemes.com/ashley-demo/team.html)
10:24:39	532105/532105	---M--	200	added ('OK')	image/jpeg	etag:%2265490207-81e89%22	https://miller.bslthemes.com/ashley-demo/img/works/1/1.jpg	C:/My%20Web%20Sites/portfolio/miller.bslthemes.com/ashley-demo/img/works/1/1.jpg	(from https://miller.bslthemes.com/ashley-demo/project-1.html)
10:24:39	1048/1048	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265490204-418%22	https://miller.bslthemes.com/ashley-demo/img/icons/zoom.svg	C:/My%20Web%20Sites/portfolio/miller.bslthemes.com/ashley-demo/img/icons/zoom.svg	(from https://miller.bslthemes.com/ashley-demo/project-1.html)
10:24:39	104083/104083	---M--	200	added ('OK')	image/jpeg	etag:%2265490207-19693%22	https://miller.bslthemes.com/ashley-demo/img/works/1/2.jpg	C:/My%20Web%20Sites/portfolio/miller.bslthemes.com/ashley-demo/img/works/1/2.jpg	(from https://miller.bslthemes.com/ashley-demo/project-1.html)
10:24:39	25152/25152	---M--	200	added ('OK')	image/jpeg	etag:%2265490207-6240%22	https://miller.bslthemes.com/ashley-demo/img/works/1/3.jpg	C:/My%20Web%20Sites/portfolio/miller.bslthemes.com/ashley-demo/img/works/1/3.jpg	(from https://miller.bslthemes.com/ashley-demo/project-1.html)
10:24:40	226520/226520	---M--	200	added ('OK')	image/jpeg	etag:%2265490207-374d8%22	https://miller.bslthemes.com/ashley-demo/img/works/1/4.jpg	C:/My%20Web%20Sites/portfolio/miller.bslthemes.com/ashley-demo/img/works/1/4.jpg	(from https://miller.bslthemes.com/ashley-demo/project-1.html)
10:24:40	46863/46863	---M--	200	added ('OK')	image/jpeg	etag:%2265490207-b70f%22	https://miller.bslthemes.com/ashley-demo/img/works/1/5.jpg	C:/My%20Web%20Sites/portfolio/miller.bslthemes.com/ashley-demo/img/works/1/5.jpg	(from https://miller.bslthemes.com/ashley-demo/project-1.html)
10:24:40	69188/69188	---M--	200	added ('OK')	image/jpeg	etag:%2265490207-10e44%22	https://miller.bslthemes.com/ashley-demo/img/works/1/6.jpg	C:/My%20Web%20Sites/portfolio/miller.bslthemes.com/ashley-demo/img/works/1/6.jpg	(from https://miller.bslthemes.com/ashley-demo/project-1.html)
10:24:41	70080/70080	---M--	200	added ('OK')	image/jpeg	etag:%2265490207-111c0%22	https://miller.bslthemes.com/ashley-demo/img/works/1/7.jpg	C:/My%20Web%20Sites/portfolio/miller.bslthemes.com/ashley-demo/img/works/1/7.jpg	(from https://miller.bslthemes.com/ashley-demo/project-1.html)
10:24:41	19729/19729	---M--	200	added ('OK')	image/jpeg	etag:%2265490209-4d11%22	https://miller.bslthemes.com/ashley-demo/img/works/2/2.jpg	C:/My%20Web%20Sites/portfolio/miller.bslthemes.com/ashley-demo/img/works/2/2.jpg	(from https://miller.bslthemes.com/ashley-demo/project-2.html)
10:24:42	18633/18633	---M--	200	added ('OK')	image/jpeg	etag:%2265490209-48c9%22	https://miller.bslthemes.com/ashley-demo/img/works/2/3.jpg	C:/My%20Web%20Sites/portfolio/miller.bslthemes.com/ashley-demo/img/works/2/3.jpg	(from https://miller.bslthemes.com/ashley-demo/project-2.html)
10:24:43	12453/12453	---M--	200	added ('OK')	image/jpeg	etag:%2265490209-30a5%22	https://miller.bslthemes.com/ashley-demo/img/works/2/4.jpg	C:/My%20Web%20Sites/portfolio/miller.bslthemes.com/ashley-demo/img/works/2/4.jpg	(from https://miller.bslthemes.com/ashley-demo/project-2.html)
10:24:45	79166/79166	---M--	200	added ('OK')	image/jpeg	etag:%2265490209-1353e%22	https://miller.bslthemes.com/ashley-demo/img/works/3/2.jpg	C:/My%20Web%20Sites/portfolio/miller.bslthemes.com/ashley-demo/img/works/3/2.jpg	(from https://miller.bslthemes.com/ashley-demo/project-3.html)
10:24:46	3479247/3479247	---M--	200	added ('OK')	image/gif	etag:%2265490209-3516cf%22	https://miller.bslthemes.com/ashley-demo/img/works/2/1.gif	C:/My%20Web%20Sites/portfolio/miller.bslthemes.com/ashley-demo/img/works/2/1.gif	(from https://miller.bslthemes.com/ashley-demo/project-2.html)
10:24:46	133936/133936	---M--	200	added ('OK')	image/jpeg	etag:%2265490209-20b30%22	https://miller.bslthemes.com/ashley-demo/img/works/3/1.jpg	C:/My%20Web%20Sites/portfolio/miller.bslthemes.com/ashley-demo/img/works/3/1.jpg	(from https://miller.bslthemes.com/ashley-demo/project-3.html)
10:24:47	72569/72569	---M--	200	added ('OK')	image/jpeg	etag:%2265490209-11b79%22	https://miller.bslthemes.com/ashley-demo/img/works/3/4.jpg	C:/My%20Web%20Sites/portfolio/miller.bslthemes.com/ashley-demo/img/works/3/4.jpg	(from https://miller.bslthemes.com/ashley-demo/project-3.html)
10:24:47	97554/97554	---M--	200	added ('OK')	image/jpeg	etag:%2265490209-17d12%22	https://miller.bslthemes.com/ashley-demo/img/works/3/3.jpg	C:/My%20Web%20Sites/portfolio/miller.bslthemes.com/ashley-demo/img/works/3/3.jpg	(from https://miller.bslthemes.com/ashley-demo/project-3.html)
10:24:47	179861/179861	---M--	200	added ('OK')	image/jpeg	etag:%2265490208-2be95%22	https://miller.bslthemes.com/ashley-demo/img/works/4/1.jpg	C:/My%20Web%20Sites/portfolio/miller.bslthemes.com/ashley-demo/img/works/4/1.jpg	(from https://miller.bslthemes.com/ashley-demo/project-4.html)
10:24:47	296053/296053	---M--	200	added ('OK')	image/jpeg	etag:%2265490208-48475%22	https://miller.bslthemes.com/ashley-demo/img/works/4/2.jpg	C:/My%20Web%20Sites/portfolio/miller.bslthemes.com/ashley-demo/img/works/4/2.jpg	(from https://miller.bslthemes.com/ashley-demo/project-4.html)
10:24:48	232583/232583	---M--	200	added ('OK')	image/jpeg	etag:%2265490208-38c87%22	https://miller.bslthemes.com/ashley-demo/img/works/4/3.jpg	C:/My%20Web%20Sites/portfolio/miller.bslthemes.com/ashley-demo/img/works/4/3.jpg	(from https://miller.bslthemes.com/ashley-demo/project-4.html)
10:24:49	159055/159055	---M--	200	added ('OK')	image/jpeg	etag:%2265490208-26d4f%22	https://miller.bslthemes.com/ashley-demo/img/works/4/4.jpg	C:/My%20Web%20Sites/portfolio/miller.bslthemes.com/ashley-demo/img/works/4/4.jpg	(from https://miller.bslthemes.com/ashley-demo/project-4.html)
10:24:49	209586/209586	---M--	200	added ('OK')	image/jpeg	etag:%2265490208-332b2%22	https://miller.bslthemes.com/ashley-demo/img/works/4/5.jpg	C:/My%20Web%20Sites/portfolio/miller.bslthemes.com/ashley-demo/img/works/4/5.jpg	(from https://miller.bslthemes.com/ashley-demo/project-4.html)
10:24:50	290611/290611	---M--	200	added ('OK')	image/jpeg	etag:%2265490208-46f33%22	https://miller.bslthemes.com/ashley-demo/img/works/4/6.jpg	C:/My%20Web%20Sites/portfolio/miller.bslthemes.com/ashley-demo/img/works/4/6.jpg	(from https://miller.bslthemes.com/ashley-demo/project-4.html)
10:24:50	287865/287865	---M--	200	added ('OK')	image/jpeg	etag:%2265490208-46479%22	https://miller.bslthemes.com/ashley-demo/img/works/4/7.jpg	C:/My%20Web%20Sites/portfolio/miller.bslthemes.com/ashley-demo/img/works/4/7.jpg	(from https://miller.bslthemes.com/ashley-demo/project-4.html)
10:24:50	154127/154127	---M--	200	added ('OK')	image/jpeg	etag:%226549020b-25a0f%22	https://miller.bslthemes.com/ashley-demo/img/works/5/1.jpg	C:/My%20Web%20Sites/portfolio/miller.bslthemes.com/ashley-demo/img/works/5/1.jpg	(from https://miller.bslthemes.com/ashley-demo/project-5.html)
10:24:51	19340/19340	---M--	200	added ('OK')	image/jpeg	etag:%226549020b-4b8c%22	https://miller.bslthemes.com/ashley-demo/img/works/5/2.jpg	C:/My%20Web%20Sites/portfolio/miller.bslthemes.com/ashley-demo/img/works/5/2.jpg	(from https://miller.bslthemes.com/ashley-demo/project-5.html)
10:24:52	34594/34594	---M--	200	added ('OK')	image/jpeg	etag:%226549020a-8722%22	https://miller.bslthemes.com/ashley-demo/img/works/5/4.jpg	C:/My%20Web%20Sites/portfolio/miller.bslthemes.com/ashley-demo/img/works/5/4.jpg	(from https://miller.bslthemes.com/ashley-demo/project-5.html)
10:24:53	14009/14009	---M--	200	added ('OK')	image/jpeg	etag:%226549020a-36b9%22	https://miller.bslthemes.com/ashley-demo/img/works/5/6.jpg	C:/My%20Web%20Sites/portfolio/miller.bslthemes.com/ashley-demo/img/works/5/6.jpg	(from https://miller.bslthemes.com/ashley-demo/project-5.html)
10:24:56	1508205/1508205	---M--	200	added ('OK')	image/gif	etag:%226549020a-17036d%22	https://miller.bslthemes.com/ashley-demo/img/works/5/7.gif	C:/My%20Web%20Sites/portfolio/miller.bslthemes.com/ashley-demo/img/works/5/7.gif	(from https://miller.bslthemes.com/ashley-demo/project-5.html)
10:24:57	400712/400712	---M--	200	added ('OK')	image/jpeg	etag:%2265490206-61d48%22	https://miller.bslthemes.com/ashley-demo/img/works/6/3.jpg	C:/My%20Web%20Sites/portfolio/miller.bslthemes.com/ashley-demo/img/works/6/3.jpg	(from https://miller.bslthemes.com/ashley-demo/project-6.html)
10:24:59	2921782/2921782	---M--	200	added ('OK')	image/gif	etag:%226549020b-2c9536%22	https://miller.bslthemes.com/ashley-demo/img/works/5/3.gif	C:/My%20Web%20Sites/portfolio/miller.bslthemes.com/ashley-demo/img/works/5/3.gif	(from https://miller.bslthemes.com/ashley-demo/project-5.html)
10:25:03	477795/477795	---M--	200	added ('OK')	image/jpeg	etag:%2265490206-74a63%22	https://miller.bslthemes.com/ashley-demo/img/works/6/5.jpg	C:/My%20Web%20Sites/portfolio/miller.bslthemes.com/ashley-demo/img/works/6/5.jpg	(from https://miller.bslthemes.com/ashley-demo/project-6.html)
10:25:03	243623/243623	---M--	200	added ('OK')	image/jpeg	etag:%2265490206-3b7a7%22	https://miller.bslthemes.com/ashley-demo/img/works/6/6.jpg	C:/My%20Web%20Sites/portfolio/miller.bslthemes.com/ashley-demo/img/works/6/6.jpg	(from https://miller.bslthemes.com/ashley-demo/project-6.html)
10:25:03	198387/198387	---M--	200	added ('OK')	image/jpeg	etag:%2265490206-306f3%22	https://miller.bslthemes.com/ashley-demo/img/works/6/7.jpg	C:/My%20Web%20Sites/portfolio/miller.bslthemes.com/ashley-demo/img/works/6/7.jpg	(from https://miller.bslthemes.com/ashley-demo/project-6.html)
10:25:05	195850/195850	---M--	200	added ('OK')	image/jpeg	etag:%2265490206-2fd0a%22	https://miller.bslthemes.com/ashley-demo/img/works/6/8.jpg	C:/My%20Web%20Sites/portfolio/miller.bslthemes.com/ashley-demo/img/works/6/8.jpg	(from https://miller.bslthemes.com/ashley-demo/project-6.html)
10:25:07	2075422/2075422	---M--	200	added ('OK')	image/gif	etag:%2265490206-1fab1e%22	https://miller.bslthemes.com/ashley-demo/img/works/6/4.gif	C:/My%20Web%20Sites/portfolio/miller.bslthemes.com/ashley-demo/img/works/6/4.gif	(from https://miller.bslthemes.com/ashley-demo/project-6.html)
10:25:10	9367/9367	---M--	200	added ('OK')	image/jpeg	etag:%226549020b-2497%22	https://miller.bslthemes.com/ashley-demo/img/faces/customers/1.jpg	C:/My%20Web%20Sites/portfolio/miller.bslthemes.com/ashley-demo/img/faces/customers/1.jpg	(from https://miller.bslthemes.com/ashley-demo/css/style.css)
10:25:10	5745958/5745958	---M--	200	added ('OK')	image/gif	etag:%2265490206-57ad26%22	https://miller.bslthemes.com/ashley-demo/img/works/6/2.gif	C:/My%20Web%20Sites/portfolio/miller.bslthemes.com/ashley-demo/img/works/6/2.gif	(from https://miller.bslthemes.com/ashley-demo/project-6.html)
10:25:10	11224/11224	---M--	200	added ('OK')	image/jpeg	etag:%226549020b-2bd8%22	https://miller.bslthemes.com/ashley-demo/img/faces/customers/3.jpg	C:/My%20Web%20Sites/portfolio/miller.bslthemes.com/ashley-demo/img/faces/customers/3.jpg	(from https://miller.bslthemes.com/ashley-demo/css/style.css)
10:25:11	2672929/2672929	---M--	200	added ('OK')	image/gif	etag:%226549020a-28c921%22	https://miller.bslthemes.com/ashley-demo/img/works/5/5.gif	C:/My%20Web%20Sites/portfolio/miller.bslthemes.com/ashley-demo/img/works/5/5.gif	(from https://miller.bslthemes.com/ashley-demo/project-5.html)
